id,name,characters,fontFamily,fontSize,positionX,positionY,width,height
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165057;6588:47856,Chip,Chip,Inter,13,-27889,33101,29,18
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165058;6588:47854;1039:25273,OP,OP,Inter,10,-27824,33106,18,10
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165058;6588:47856,Chip,Chip,Inter,13,-27818,33101,29,18
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:166005;6588:47854;1039:25273,OP,OP,Inter,10,-27824,33106,18,10
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:166005;6588:47856,Chip,Chip,Inter,13,-27818,33101,29,18
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;6570:40860,Value,Select,Inter,16,-27899,33098,172,24
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;10100:148290,Placeholder,Placeholder,Inter,16,-27813,33098,86,48
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;6570:40857,Label,State,Inter,12,-27895,33085,32,12
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;10067:123073;6626:50981,Helper text,Helper text,Inter,12,-27911,33137.5,192,20
I1325:21916;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137758;642:114397;11436:165289,Label,Include Supporting Documents,Inter,16,-27734,33099,42,24
I1325:21916;11114:137800;11479:243926;11049:147638;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,-27895,33146,39,20
I1325:21916;11114:137800;11479:243926;11049:147638;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,-27800,33146,39,20
I1325:21916;11114:137800;11479:243926;11049:147638;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-27725,33146,39,20
I1325:21919;11443:170050;10238:136399,Button,Home,Inter,14,-28571.5,32810,41,23
I1325:21919;11443:170051;10238:135861,Button,Alerts,Inter,14,-28571.5,32907,41,23
I1325:21919;11443:170052;10238:135861,Button,Profile,Inter,14,-28573.5,33004,45,23
I1325:21919;11443:170053;10238:135861,Button,Locations,Inter,14,-28585,33101,68,23
I1325:21919;11443:170054;10238:135861,Button,Documents,Inter,14,-28590.5,33198,79,23
I1325:21919;11464:168628;10238:135861,Button,Authorizations,Inter,14,-28601.5,33295,101,23
I1325:21919;11464:168634;10238:142406,Button,Tab,Inter,14,-28568,32910,28,24
I1325:21919;11464:168640;10238:142406,Button,Tab,Inter,14,-28568,32932,28,24
I1325:21919;11464:168646;10238:142406,Button,Tab,Inter,14,-28568,32954,28,24
I1325:21919;11464:168652;10238:142406,Button,Tab,Inter,14,-28568,32976,28,24
I1325:21920;11114:137792;9974:113663,Button,76%,Inter,20,-28571.5,33613,41,32
I1325:21920;11114:137793;6605:52865,body1,To-Do Status,Inter,16,-28602,33657,102,24
I1333:18611;11501:186167;11480:166231;6583:46349;11114:137763;1451:61290,Search,Search,Inter,16,-28407,32705,54,24
I1333:18611;11501:186167;11480:166231;10267:135413;11114:176166;6605:52865,body1,CAQH ID: #######,Inter,16,-27404,32701,148,24
I1333:18611;11501:186167;11480:166231;10267:135413;11114:176167;9914:107281,OP,KP,Inter,20,-27240,32703,40,20
I1325:21924;11114:180060;175:4551;11158:164392;6588:47854;1039:25273,OP,OP,Inter,10,-27114,32729,18,10
I1325:21924;11114:180060;175:4551;11158:164392;6588:47856,Chip,Chip,Inter,13,-27108,32724,29,18
I1325:21924;11114:180060;175:4551;11158:164393;6588:47854;1039:25273,OP,OP,Inter,10,-27043,32729,18,10
I1325:21924;11114:180060;175:4551;11158:164393;6588:47856,Chip,Chip,Inter,13,-27037,32724,29,18
I1325:21924;11114:180060;175:4551;11158:166001;6588:47854;1039:25273,OP,OP,Inter,10,-27043,32729,18,10
I1325:21924;11114:180060;175:4551;11158:166001;6588:47856,Chip,Chip,Inter,13,-27037,32724,29,18
I1325:21924;11114:180060;175:4551;6570:40824,Label,PR ID: #######,Inter,16,-27118,32721,172,24
I1325:21924;11114:180060;175:4551;10067:123067;6626:50981,Helper text,Helper text,Inter,12,-27130,32760.5,192,20
I1325:21924;11114:180061;175:3885;11626:152452,subtitle1,Kendra Patel,Inter,16,-27130,32777,98,28
I1325:21924;11114:180061;175:4161;11626:152458,caption,Practitioner,Inter,12,-27130,32805,70,20
I1325:21924;11114:180062;215:6559;11565:156939;10036:120039,List item,Profile Details,Inter,16,-27058,32869,200,24
I1325:21924;11114:180062;215:6559;11565:156939;10036:120040,Secondary,Secondary,Inter,14,-27058,32893,132,20
I1325:21924;11114:180062;215:6559;11566:156953;10036:120039,List item,Security Settings,Inter,16,-27058,32925,200,24
I1325:21924;11114:180062;215:6559;11566:156953;10036:120040,Secondary,Secondary,Inter,14,-27058,32949,132,20
I1325:21924;11114:180062;215:6559;11566:156961;10036:120039,List item,Accessibility Settings,Inter,16,-27058,32981,200,24
I1325:21924;11114:180062;215:6559;11566:156961;10036:120040,Secondary,Secondary,Inter,14,-27058,33005,132,20
I1325:21924;11114:180062;215:6559;11566:156969;10036:120039,List item,List item,Inter,16,-27058,33013,172,24
I1325:21924;11114:180062;215:6559;11566:156969;10036:120040,Secondary,Secondary,Inter,14,-27058,33037,132,20
I1325:21924;11114:180062;215:6559;11566:156977;10036:120039,List item,List item,Inter,16,-27058,33013,172,24
I1325:21924;11114:180062;215:6559;11566:156977;10036:120040,Secondary,Secondary,Inter,14,-27058,33037,132,20
I1325:21924;11114:180062;215:6559;11566:156978;10036:120039,List item,List item,Inter,16,-27058,33013,172,24
I1325:21924;11114:180062;215:6559;11566:156978;10036:120040,Secondary,Secondary,Inter,14,-27058,33037,132,20
I1325:21924;11114:180062;215:6559;11566:156979;10036:120039,List item,List item,Inter,16,-27058,33013,172,24
I1325:21924;11114:180062;215:6559;11566:156979;10036:120040,Secondary,Secondary,Inter,14,-27058,33037,132,20
I1325:21924;11114:180062;215:6559;11566:156980;10036:120039,List item,List item,Inter,16,-27058,33013,172,24
I1325:21924;11114:180062;215:6559;11566:156980;10036:120040,Secondary,Secondary,Inter,14,-27058,33037,132,20
I1325:21924;11114:180062;215:6559;11566:156981;10036:120039,List item,List item,Inter,16,-27058,33013,172,24
I1325:21924;11114:180062;215:6559;11566:156981;10036:120040,Secondary,Secondary,Inter,14,-27058,33037,132,20
I1325:21924;11114:180062;215:6559;11566:156982;10036:120039,List item,List item,Inter,16,-27058,33013,172,24
I1325:21924;11114:180062;215:6559;11566:156982;10036:120040,Secondary,Secondary,Inter,14,-27058,33037,132,20
I1325:21924;11114:180062;215:6559;11566:156983;10036:120039,List item,List item,Inter,16,-27058,33013,172,24
I1325:21924;11114:180062;215:6559;11566:156983;10036:120040,Secondary,Secondary,Inter,14,-27058,33037,132,20
I1325:21924;11114:180062;215:6559;11566:156984;10036:120039,List item,List item,Inter,16,-27058,33013,172,24
I1325:21924;11114:180062;215:6559;11566:156984;10036:120040,Secondary,Secondary,Inter,14,-27058,33037,132,20
I1325:21924;11114:180062;215:6753;11565:156939;10036:120039,List item,CAQH.org,Inter,16,-27114,33070,256,24
I1325:21924;11114:180062;215:6753;11565:156939;10036:120040,Secondary,Secondary,Inter,14,-27114,33094,132,20
I1325:21924;11114:180062;215:6753;11566:156953;10036:120039,List item,Terms of Service,Inter,16,-27114,33126,256,24
I1325:21924;11114:180062;215:6753;11566:156953;10036:120040,Secondary,Secondary,Inter,14,-27114,33150,132,20
I1325:21924;11114:180062;215:6753;11566:156961;10036:120039,List item,Privacy,Inter,16,-27114,33182,256,24
I1325:21924;11114:180062;215:6753;11566:156961;10036:120040,Secondary,Secondary,Inter,14,-27114,33206,132,20
I1325:21924;11114:180062;215:6753;11566:156969;10036:120039,List item,List item,Inter,16,-27058,33214,172,24
I1325:21924;11114:180062;215:6753;11566:156969;10036:120040,Secondary,Secondary,Inter,14,-27058,33238,132,20
I1325:21924;11114:180062;215:6753;11566:156977;10036:120039,List item,List item,Inter,16,-27058,33214,172,24
I1325:21924;11114:180062;215:6753;11566:156977;10036:120040,Secondary,Secondary,Inter,14,-27058,33238,132,20
I1325:21924;11114:180062;215:6753;11566:156978;10036:120039,List item,List item,Inter,16,-27058,33214,172,24
I1325:21924;11114:180062;215:6753;11566:156978;10036:120040,Secondary,Secondary,Inter,14,-27058,33238,132,20
I1325:21924;11114:180062;215:6753;11566:156979;10036:120039,List item,List item,Inter,16,-27058,33214,172,24
I1325:21924;11114:180062;215:6753;11566:156979;10036:120040,Secondary,Secondary,Inter,14,-27058,33238,132,20
I1325:21924;11114:180062;215:6753;11566:156980;10036:120039,List item,List item,Inter,16,-27058,33214,172,24
I1325:21924;11114:180062;215:6753;11566:156980;10036:120040,Secondary,Secondary,Inter,14,-27058,33238,132,20
I1325:21924;11114:180062;215:6753;11566:156981;10036:120039,List item,List item,Inter,16,-27058,33214,172,24
I1325:21924;11114:180062;215:6753;11566:156981;10036:120040,Secondary,Secondary,Inter,14,-27058,33238,132,20
I1325:21924;11114:180062;215:6753;11566:156982;10036:120039,List item,List item,Inter,16,-27058,33214,172,24
I1325:21924;11114:180062;215:6753;11566:156982;10036:120040,Secondary,Secondary,Inter,14,-27058,33238,132,20
I1325:21924;11114:180062;215:6753;11566:156983;10036:120039,List item,List item,Inter,16,-27058,33214,172,24
I1325:21924;11114:180062;215:6753;11566:156983;10036:120040,Secondary,Secondary,Inter,14,-27058,33238,132,20
I1325:21924;11114:180062;215:6753;11566:156984;10036:120039,List item,List item,Inter,16,-27058,33214,172,24
I1325:21924;11114:180062;215:6753;11566:156984;10036:120040,Secondary,Secondary,Inter,14,-27058,33238,132,20
I1325:21924;11114:180063;7553:51180;11626:152458,caption,"© 2025 CAQH. All rights reserved.
Weekly Maintenance Window: Sundays, 12:00 AM - 8:00 AM ET
Monthly Deployment Window: Mondays, 12:00 AM - 8:00 AM ET
(Deployment on Tuesday for Federal Holidays)
CAQH solutions will be unavailable during all times above, including the APIs and SFTP.",Inter,12,-27130,32869,72,20
I1325:21924;11114:180064;9980:114002,Button,LOG OUT,Inter,15,-27108,32929,49,26
I1325:21924;131:66054;10020:109863,Instance Slot,Instance Slot,Inter,12,-27106,32977,79,20
I1325:21924;131:66106;10020:109863,Instance Slot,Instance Slot,Inter,12,-27106,32977,79,20
I1325:21924;131:66155;10020:109863,Instance Slot,Instance Slot,Inter,12,-27106,32977,79,20
I1325:21924;131:66205;10020:109863,Instance Slot,Instance Slot,Inter,12,-27106,32977,79,20
I1325:21924;131:66256;10020:109863,Instance Slot,Instance Slot,Inter,12,-27106,32977,79,20
I1325:21925;11114:137792;11626:152478,caption,"© 2025 CAQH. All rights reserved.
Weekly Maintenance Window: Sundays, 12:00 AM - 8:00 AM ET
Monthly Deployment Window: Mondays, 12:00 AM - 8:00 AM ET
(Deployment on Tuesday for Federal Holidays)
CAQH solutions will be unavailable during all times above, including the APIs and SFTP.",Inter,12,-27130,33437,288,160
I1325:21925;11114:137793;9980:114002,Button,LOG OUT,Inter,15,-27021,33641,70,26
I1343:22212;11049:147893;60:58912,h5,"Welcome Back,
Kendra Patel",Inter,24,-30106,34062,173,64
I1343:22214;11049:147893;7726:78980;6583:46550,{Header},Credentialing Profile,Inter,20,-30122,34176,248,32
I1343:22214;11049:147893;7726:78980;6583:46551,{Subheader},Last Attested: --/--/--,Inter,14,-30122,34208,288,20
I1343:22214;11049:147893;7726:78980;6583:46552;6588:47686;9914:107323,OP,OP,Inter,12,-29870,34186,24,12
I1343:22214;11049:147893;7726:78980;6583:46552;6588:47688,Chip,Documents in Review,Inter,13,-29864,34183,135,18
I1343:22214;11049:147893;7726:78981;168:4636;11114:137752;6605:52865,body1,Progress: 20%,Inter,16,-30122,34240,114,24
I1343:22214;11049:147893;7726:78981;168:4636;11114:137758;6605:52865,body1,Last Attested: --/--/--,Inter,16,-29888,34240,169,24
I1343:22214;11049:147893;7726:78981;168:4548;6586:47003,Add Characters,______,Inter,14,-30122,34264,39,20
I1343:22214;11049:147893;7726:78981;168:4548;6586:47007;6605:52867,body2,50%,Inter,14,-29914,34272,29,20
I1343:22214;11049:147893;7726:79007;6676:48058;1377:44779;6605:52865,body1,View Summary,Inter,16,-30122,34306,115,24
I1343:22214;11049:147893;7726:79007;11479:244322;9974:113228,Button,Continue,Inter,14,-29812,34306,77,24
I1343:22214;11049:147893;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-29920,34304,39,20
I1343:22216;11049:147893;7726:78980;6583:46550,{Header},Directory Profile,Inter,20,-30122,34395,240,32
I1343:22216;11049:147893;7726:78980;6583:46551,{Subheader},Last Attested: --/--/--,Inter,14,-30122,34427,288,20
I1343:22216;11049:147893;7726:78980;6583:46552;6588:47686;9914:107323,OP,OP,Inter,12,-29878,34405,24,12
I1343:22216;11049:147893;7726:78980;6583:46552;6588:47688,Chip,Profile Data Confirmed,Inter,13,-29872,34402,143,18
I1343:22216;11049:147893;7726:78981;168:4636;11114:137752;6605:52865,body1,Progress: 20%,Inter,16,-30122,34459,114,24
I1343:22216;11049:147893;7726:78981;168:4636;11114:137758;6605:52865,body1,Last Confirmed: --/--/--,Inter,16,-29903,34459,184,24
I1343:22216;11049:147893;7726:78981;168:4548;6586:47003,Add Characters,______,Inter,14,-30122,34483,39,20
I1343:22216;11049:147893;7726:78981;168:4548;6586:47007;6605:52867,body2,50%,Inter,14,-29914,34491,29,20
I1343:22216;11049:147893;7726:79007;6676:48058;1377:44779;6605:52865,body1,View Summary,Inter,16,-30122,34525,115,24
I1343:22216;11049:147893;7726:79007;11479:244322;9974:113228,Button,Continue,Inter,14,-29812,34525,77,24
I1343:22216;11049:147893;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-29920,34523,39,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78980;6583:46550,{Header},To Do (27),,24,-30107,34609,318,32
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78980;6583:46551,{Subheader},Estimated completion time 1 hr 15 min,Inter,14,-30107,34641,288,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78980;6583:46552;1377:44779;6605:52865,body1,See All,Inter,16,-29789,34613,53,24
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10055:124867;9914:107281,OP,12,Inter,20,-30091,34707,40,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10036:120039,List item,Incomplete Credentialing Sections,Inter,16,-30035,34693,203,48
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10036:120040,Secondary,Secondary,Inter,14,-30035,34717,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,-29828,34711,24,12
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10055:125210;6588:47688,Chip,Not Done,Inter,13,-29822,34708,60,18
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10055:124867;9914:107281,OP,5,Inter,20,-30091,34787,40,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10036:120039,List item,Incomplete Directory Sections,Inter,16,-30035,34773,203,48
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10036:120040,Secondary,Secondary,Inter,14,-30035,34797,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,-29828,34791,24,12
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10055:125210;6588:47688,Chip,Not Done,Inter,13,-29822,34788,60,18
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10055:124867;9914:107281,OP,1,Inter,20,-30091,34867,40,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10036:120039,List item,Missing Required Document,Inter,16,-30035,34853,203,48
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10036:120040,Secondary,Secondary,Inter,14,-30035,34877,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,-29828,34871,24,12
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10055:125210;6588:47688,Chip,Not Done,Inter,13,-29822,34868,60,18
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10055:124867;9914:107281,OP,3,Inter,20,-30091,34947,40,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10036:120039,List item,Resolve Credentialing Flags,Inter,16,-30035,34933,203,48
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10036:120040,Secondary,Secondary,Inter,14,-30035,34957,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,-29828,34951,24,12
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10055:125210;6588:47688,Chip,Not Done,Inter,13,-29822,34948,60,18
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10055:124867;9914:107281,OP,2,Inter,20,-30091,35019,40,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120039,List item,Resolve Location Flags,Inter,16,-30035,35017,203,24
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120040,Secondary,Secondary,Inter,14,-30035,35041,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,-29828,35023,24,12
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10055:125210;6588:47688,Chip,Not Done,Inter,13,-29822,35020,60,18
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10055:124867;6588:47686;9914:107323,OP,OP,Inter,12,-30087,34890,24,12
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10055:124867;6588:47688,Chip,1,Inter,15,-30081,34884,8,26
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120039,List item,Respond to Authorization Request,Inter,16,-30035,34837,84,120
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120040,Secondary,Secondary,Inter,14,-30035,34861,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,-29947,34891,24,12
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10055:125210;6588:47688,Chip,Suggested,Inter,13,-29941,34888,68,18
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10055:124867;9914:107281,OP,2,Inter,20,-30091,35091,40,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120039,List item,Reconcile Credentialing Data,Inter,16,-30035,35077,195,48
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120040,Secondary,Secondary,Inter,14,-30035,35101,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,-29836,35095,24,12
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10055:125210;6588:47688,Chip,Suggested,Inter,13,-29830,35092,68,18
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10055:124867;9914:107281,OP,3,Inter,20,-30091,35163,40,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120039,List item,Reconcile Directory Data,Inter,16,-30035,35161,195,24
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120040,Secondary,Secondary,Inter,14,-30035,35185,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,-29836,35167,24,12
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10055:125210;6588:47688,Chip,Suggested,Inter,13,-29830,35164,68,18
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120039,List item,List item,Inter,16,-30035,34837,172,24
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120040,Secondary,Secondary,Inter,14,-30035,34861,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120039,List item,List item,Inter,16,-30035,34837,172,24
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120040,Secondary,Secondary,Inter,14,-30035,34861,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120039,List item,List item,Inter,16,-30035,34837,172,24
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120040,Secondary,Secondary,Inter,14,-30035,34861,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120039,List item,List item,Inter,16,-30035,34837,172,24
I1343:22218;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120040,Secondary,Secondary,Inter,14,-30035,34861,132,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,-30091,34729,39,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,-29996,34729,39,20
I1343:22218;11114:137799;11479:243926;11049:147885;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-29921,34729,39,20
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78980;6583:46550,{Header},State Application,Inter,20,-30107,35179,229,32
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,-30107,35211,288,20
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78980;6583:46552;9980:111066,Button,Download,Inter,14,-29838,35183,86,24
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;11158:165057;6588:47854;1039:25273,OP,OP,Inter,10,-30091,35261,18,10
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;11158:165057;6588:47856,Chip,Chip,Inter,13,-30085,35256,29,18
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;11158:165058;6588:47854;1039:25273,OP,OP,Inter,10,-30020,35261,18,10
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;11158:165058;6588:47856,Chip,Chip,Inter,13,-30014,35256,29,18
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;11158:166005;6588:47854;1039:25273,OP,OP,Inter,10,-30020,35261,18,10
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;11158:166005;6588:47856,Chip,Chip,Inter,13,-30014,35256,29,18
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;6570:40860,Value,Select,Inter,16,-30095,35253,79,24
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;10100:148290,Placeholder,Placeholder,Inter,16,-30009,35253,86,48
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;6570:40857,Label,State,Inter,12,-30091,35240,31,12
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137752;10067:123073;6626:50981,Helper text,Helper text,Inter,12,-30107,35292.5,192,20
I1343:22218;11114:137800;11479:243926;11049:147885;7726:78981;6640:52020;11114:137758;642:114397;11436:165289,Label,Include Supporting Documents,Inter,16,-29930,35254,238,24
I1343:22218;11114:137800;11479:243926;11049:147885;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,-30091,35297,39,20
I1343:22218;11114:137800;11479:243926;11049:147885;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,-29996,35297,39,20
I1343:22218;11114:137800;11479:243926;11049:147885;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-29921,35297,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78980;6583:46550,{Header},Alerts (27),,24,-30107,35335,318,32
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78980;6583:46551,{Subheader},Estimated completion time 1 hr 15 min,Inter,14,-30107,35367,288,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78980;6583:46552;1377:44779;6605:52865,body1,See All,Inter,16,-29789,35339,53,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Broadcast Message,Inter,14,-30091,35415,267,22
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},5 hours ago,Inter,14,-30091,35447,288,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78980;6583:46552;11626:152458,caption,5 hours ago,Inter,12,-29824,35416,72,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78981;11114:137792;11626:152458,caption,5 hours ago,Inter,12,-30107,35445,72,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78981;11114:137793;11609:174885,body1,Mandatory Security compliance action must be taken by 3/1/26.  Please set up Multi-Factor Authentication for your account.,Inter,14,-30083,35453,323,80
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:79007;6676:48058;9980:111066,Button,Set up MFA,Inter,14,-30083,35545,87,24
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,-29980,35543,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,-29905,35543,39,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Expiration,Inter,14,-30091,35572,305,22
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,-30091,35604,288,20
I1343:22219;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:78981;6640:52020;11609:174885,body1,Your directory confirmation is due in 13 days,Inter,14,-30083,35612,303,20
